dmanum,week,ex_loy_kc_reg,ex_loy_nkc_reg,ex_nloy_kc_reg,ex_nloy_nkc_reg,new_loy_kc_reg,new_loy_nkc_reg,new_nloy_kc_reg,new_nloy_nkc_reg,ex_loy_kc_final,ex_loy_nkc_final,ex_nloy_kc_final
745,2/17/2014,954.820004,897.23,24804.16336,7942.540001,0,0,739.470006,1727.320006,419.4,492.64,12645.95
746,2/17/2014,2635.95,582.99,127506.9283,43117.57749,0,0,9507.729991,10317.74,1540.01,368.44,65782.01
747,2/17/2014,2845.560006,575.400001,12005.10418,6287.050016,0,98.75,326,842.759998,1287.13,285.44,5918.28
749,2/17/2014,123181.736,26457.35799,69047.52601,13015.34331,0,523.59,5734.279999,6853.426656,59368.85,13977.51,33946.91
751,2/17/2014,128877.3316,16086.55997,6995986.786,1213995.681,69.99,639.989999,129300.0711,258893.0751,59376.22,9053.59,3378314.96
752,2/17/2014,45387.21996,5783.060008,1474634.322,280166.0314,0,-110,29357.07999,66654.49002,21518.65,3016.7,713637.87
753,2/17/2014,299854.4322,37252.20003,6326992.688,1051714.744,367.600001,1351.500002,135112.4701,223826.06,138252.55,19996.98,2971029.64
754,2/17/2014,2904.340005,495.799998,101281.5772,25152.87498,0,0,4441.170013,8123.21001,1554.19,311.63,51107.99
755,2/17/2014,1383.149998,424.590001,24101.26739,7582.259994,137.91,0,359.780001,2153.439989,754.48,267.4,12186.12
756,2/17/2014,3298.139991,212.99,232834.5873,56327.98673,0,0,4903.309993,17607.63999,1638.87,119.13,117420.33
757,2/17/2014,28427.01555,3374.509989,723565.9921,129984.6557,0,0,15942.48667,31956.43001,12168.07,1954.88,355086.13
758,2/17/2014,4999.579982,806.730003,233884.7107,31155.24001,0,0,5742.179998,8634.159989,2012.41,415.9,112054.01
759,2/17/2014,3023.469999,217.48,184225.9737,31291.36998,0,0,4890.079993,7604.93999,1504.95,186.59,89987.41
760,2/17/2014,1666.859996,0,20036.50999,4897.009995,0,0,1353.53999,2211.539998,657.85,0,10654.15
762,2/17/2014,5830.79,601.719998,30701.95096,4372.820011,0,-38.99,3086.749998,3447.470001,3136.6,354.41,14973.82
764,2/17/2014,6681.115028,887.590002,293635.0808,40943.00997,0,0,6911.849998,14532.09001,3272.1,543.76,143419.51
765,2/17/2014,760763.9342,141343.4,250975.5622,85780.78148,363,3011.009998,24803.60998,57379.53813,362917.2,78275.81,124407.2
766,2/17/2014,428.940003,0,8586.056687,3104.565709,0,0,215.190002,1366.55,243.81,0,4533.91
767,2/17/2014,3588.549998,127.580002,120792.7123,36347.56,0,0,2397.949995,9155.440003,1701.34,62.84,60122.98
770,2/17/2014,68081.65733,8702.84909,3095899.618,555158.1948,0,113.999999,48150.72998,126811.485,31831.18,4973.81,1502385.93
771,2/17/2014,229761.8859,36386.12044,163200.19,32834.67995,1154.380003,2330.05001,12094.19,15525.19002,107861.6,19184.58,80913.72
773,2/17/2014,3434.079987,812.990002,255756.8069,33765.25001,0,55,5448.280007,10894.15999,1899.73,490.33,124295.53
789,2/17/2014,640644.9005,188259.576,508992.3703,95808.62486,564.17,2424.700002,24510.8415,45385.82003,292236.78,100564.06,243760.53
790,2/17/2014,84727.37022,12807.79003,1071105.885,236027.645,319.99,267.97,40921.96999,61495.28002,40089.42,7035.47,523284.02
798,2/17/2014,0,0,7986.664993,778.980004,0,0,2709.13,1109.559996,0,0,4297.16
800,2/17/2014,538235.3191,96477.8543,323151.5255,53760.90999,1530.040006,2602.849994,13645.56,32821.96001,259533.17,52372.19,163831.05
801,2/17/2014,127411.7714,34560.4067,135867.4468,32278.73003,0,906.25,6738.909986,17965.38001,61840.32,20160.88,65926.85
802,2/17/2014,104807.4901,23114.60001,81186.10665,13794.6,0,428.689998,2892.850004,6122.509987,52264.24,12618.31,41540.44
803,2/17/2014,12344591.93,1562231.182,5447655.765,816672.497,15095.55,56888.60005,347528.2632,590964.2305,5734958.06,831612.81,2707848.72
804,2/17/2014,377172.2241,50400.71846,190652.6981,25716.37998,385.98,2037.639998,13754.78997,20158.74,176319.26,27445.61,94184.25
807,2/17/2014,3642501.574,530122.4412,2037368.997,397420.0979,4229.299989,17531.10001,132123.4157,227063.2601,1744271.58,292398.73,1035663.92
810,2/17/2014,17118.83144,2683.169998,314993.3724,66788.50564,0,65,9983.940002,26440.77001,8181.19,1495.4,159650.68
811,2/17/2014,659619.5853,120281.4994,330991.5272,110365.61,1979.640016,2516.049999,15952.85667,45301.13999,309080.74,64356.68,166400.17
813,2/17/2014,27725.82998,2988.990012,206312.6267,37289.05861,36,36,6508.440003,14884.27001,12816.01,1719.02,101361.18
819,2/17/2014,1105892.858,460764.1781,1113865.731,289904.5869,3785.499993,13989.87998,55405.69334,168922.9457,557626.83,274907.46,567139.87
820,2/17/2014,226634.0105,50652.86998,2066794.955,434176.2958,142.000002,907.399997,54223.75005,129386.56,104318.12,29338.64,1041317.13
821,2/17/2014,10326.33,2129.230011,117237.2823,23469.46002,0,0,3680.269995,4398.220001,4950.5,1202.48,57002.1
825,2/17/2014,2255941.658,259409.1535,1167928.426,204874.3232,4369.619975,8226.010004,75808.39577,113423.2299,1040145.95,137745.6,578670.64
828,2/17/2014,482513.1648,69306.58992,283970.9983,41641.98665,703.780002,3217.13,16366.76002,31570.11573,232525.78,37080.2,147080.47
839,2/17/2014,95878.57105,14915.73662,2115194.186,364627.9691,0,165.579999,43749.64999,89729.35002,41792.9,7402.01,1031359.48
855,2/17/2014,488482.0474,74388.73096,259665.4713,48654.6357,239.57,2383.999999,13437.70999,28032.59001,222707.66,39640.79,125379.95
862,2/17/2014,3460199.145,482448.9343,1785864.543,313548.7373,4091.870002,16243.81003,120258.0133,190709.15,1622281.94,257037.96,883363.56
866,2/17/2014,1006679.628,271563.5435,844109.3766,82765.87803,2097.050006,15556.21001,40874.47999,85252.86996,470189.52,147058.35,415378.1
868,2/17/2014,405850.0178,50164.39887,247283.9572,44971.83976,1134.930006,1250.75,11416.86,19955.30002,187423.54,26650.12,122250.44
881,2/17/2014,32871.35248,3950.796672,595301.0261,100977.6407,0,0,17212.66998,38530.25002,15688.41,2477.46,291676.99
999,2/17/2014,170030.5034,93145.88,1081568.287,65368.38837,527.429997,2666.599997,140369.07,67736.99996,83023.11,48766.97,536379.69
500,2/24/2014,3671.940005,1139.979998,595075.5484,149576.7172,0,0,18051.43,29851.21,1976.47,639.4,334492.93
501,2/24/2014,83926.51936,12798.06998,13712978.19,1919996.17,599.96,641.760002,353191.197,518921.0813,45906.38,7968.8,7935448.44
502,2/24/2014,2640.709996,291.969996,206255.9906,39704.69887,0,0,9161.390013,9502.921666,1667.05,169.2,125055.45
503,2/24/2014,3096.456661,687.22,173743.209,70796.15238,0,44.449998,6682.059976,14115.77002,2019.86,454.02,105595.95
504,2/24/2014,43185.33443,6905.383326,6982134.298,1405583.69,0,64.7,161498.6396,305234.6833,24506.73,4280.4,4103643.9
505,2/24/2014,36735.92334,6343.650004,4182913.612,1172525.612,0,0,110980.8849,216293.9601,20334.23,4049.23,2398816.25
506,2/24/2014,217862.6793,36839.21993,4528173.508,818175.0286,449.990002,707.510003,136485.8112,160915.2335,126182.7,22555.27,2703616.42
507,2/24/2014,8652.652484,2343.829998,109426.9864,43176.40334,0,0,9256.720008,19706.02003,4849.8,1392.7,60374.82
508,2/24/2014,1520107.933,221572.5082,643566.4364,285597.5939,1574.860003,2855.570002,42946.44002,103115.23,848587.52,133955.72,379093.57
509,2/24/2014,53588.14834,10175.74,773098.6421,181638.4666,69.99,440.38999,18196.3,37487.68997,30249.3,6256.8,431057.93
510,2/24/2014,42547.65297,6682.090003,3403223.332,953222.1108,0,84.99,81524.04002,202199.9333,24283.81,3761.62,1948241.56
511,2/24/2014,72161.40298,13013.17946,3973677.199,903819.1901,0,696.09,103183.5606,187797.9767,38610.12,7915.65,2302990.29
512,2/24/2014,21543.18,6635.572482,2231728.221,557077.3869,0,212,55463.25002,106531.6799,13048.76,3895.28,1266960.2
513,2/24/2014,9096.762325,967.419999,825668.3147,230594.1903,0,117.999999,17682.90001,49813.21999,4899.55,605.99,476295.78
514,2/24/2014,604866.8778,196222.0245,524102.4212,151685.4078,3301.65,5678.129988,24392.35668,65143.53001,330879.19,118845.3,293602.84
515,2/24/2014,1288378.218,426121.8069,1169244.598,333337.7194,2022.509998,11721.59002,41418.5632,122286.22,695482.27,252064.14,652661.65
516,2/24/2014,11418.19998,1152.97,251504.6649,63013.55431,0,0,8289.590022,15345.45003,6333.39,616.4,138840.03
517,2/24/2014,39336.09003,11389.14001,1618268.089,495076.839,49.18,305.499999,52165.37002,115691.12,22427.01,6806.31,926921
518,2/24/2014,16674.38,5966.130002,705492.2984,220279.1881,0,90.489999,21767.62999,57794.52993,10096.85,3591.34,422955.8
519,2/24/2014,7433.320002,2421.880001,393864.9089,146468.785,0,0,9218.830001,39149.89006,4256.63,1446.06,220538.63
520,2/24/2014,6776.660017,1669.98,219804.832,67169.65197,0,0,6382.099995,13608.90001,3953.17,938.49,123529.55
521,2/24/2014,823388.4758,232194.6686,555646.5709,126373.3167,1175.909994,5089.390015,25728.96002,55159.73665,480728.98,143411.75,325978.42
522,2/24/2014,4833.609994,671.329995,168058.9791,55295.66176,0,0,4876.759989,14206.95999,2562.54,658.62,98035.42
523,2/24/2014,3988.56001,1147.955003,377096.5438,99754.06346,0,0,17781.99004,20440.09997,2181,948.23,236798.41
524,2/24/2014,51210.26414,13523.45998,3476610.506,1026411.966,49.99,126.51,108506.52,230823.9609,29443.02,7816.83,1993816.88
525,2/24/2014,18174.91332,3501.589998,58100.95171,32688.90184,0,106,5642.510009,13777.69003,9941.45,2084.81,37929.28
526,2/24/2014,3127.990002,96,151253.4611,30685.2393,0,0,4693.370013,11063.11001,1676.01,44.16,89002.43
527,2/24/2014,1746474.515,635932.3937,1495438.029,571934.6524,2227.63999,9058.419979,50243.64003,194723.4434,962261.65,371414.52,849266.48
528,2/24/2014,11784.19999,2634.909969,1065125.283,263997.6422,0,293.99,74588.91,103608.3191,6130.21,1797.95,598200.78
529,2/24/2014,55878.34511,13711.42835,1269594.451,314629.12,0,397.179997,30186.74599,67680.3067,30472.56,7732.97,735861.56
530,2/24/2014,128339.9728,70928.24797,115781.2783,68315.79707,208.669997,1862.789988,7243.349984,32462.18,73885.49,40910.24,67466.91
531,2/24/2014,2505.939996,312.579998,248569.585,74048.04873,0,0,12403.07003,23281.91002,1427.76,203.82,141267.77
532,2/24/2014,8743.970013,2071.409996,762421.0321,201535.6501,0,0,20171.38001,55024.10598,5097.4,1212.75,435124.29
533,2/24/2014,31394.03661,6793.629993,2744876.839,507004.5271,0,0,61390.75993,117293.1167,18571.39,4070.69,1609767.66
534,2/24/2014,50089.5571,9125.649999,1971114.532,567908.6281,108,258.690001,85906.10829,145461.7933,27832.01,5449.65,1101817.56
535,2/24/2014,32670.93803,7841.330003,2364185.324,691204.7653,0,67.99,48733.68335,147870.6799,17292.85,4370.22,1329465.87
536,2/24/2014,20032.00499,2766.53,402607.4988,125413.8531,0,-102,11179.39999,32198.29001,11811.98,1843.25,241919.5
537,2/24/2014,842.220001,0,115186.4667,27837.02247,0,0,6227.790018,10581.72998,470.69,0,69946.35
538,2/24/2014,13376.75798,2341.823332,668992.7265,157615.8605,0,0,21923.05284,33598.4,7624.97,1565.75,370752.98
539,2/24/2014,45100.51784,12514.11002,1399946.011,439070.5153,294.000003,100,70122.98004,128628.2001,24689.8,7028.06,774543.32
540,2/24/2014,9315.017003,1015.479999,445096.4726,112435.301,0,115.000001,13559.97001,27461.72002,5156,635.41,264739.75
541,2/24/2014,18365.81719,3187.089989,646341.3593,183850.195,399.780004,-79.59,19875.73997,36934.70712,10167.95,1813.8,366243.32
542,2/24/2014,77701.65698,16722.82,1325851.616,336923.8386,0,152.2,29079.15,74837.67003,42852.46,9719.38,743605.59
543,2/24/2014,2693.760006,1339.429993,417535.1322,71160.12312,0,0,12470.15001,23326.77998,1454.8,728.09,238602.94
544,2/24/2014,43463.50497,9488.130018,877349.3967,234826.0628,0,0,34119.30998,74832.20003,23517.63,5288.69,490363.34
545,2/24/2014,15138.84306,4577.230003,167313.2507,61254.44149,0,-34.8,10338.70002,21702.97997,8208.98,2653.58,96692.73
546,2/24/2014,10969.24,1457.360007,503354.1591,146794.1132,0,200.799996,17367.73001,37418.67001,6011.74,899.21,280304.75
547,2/24/2014,12821.39,2751.530006,1187258.413,309845.2562,0,0,24052.42002,58524.58999,6907.83,1669.7,677185.97
548,2/24/2014,12033.24338,3923.600005,561827.1522,157144.2143,0,-21.190001,29018.45664,46472.96833,6971.73,2192.46,312198.53
549,2/24/2014,2189.299988,1189.799999,104431.517,33887.62267,0,0,3589.249991,9851.450002,1172.29,735.15,66896.66
550,2/24/2014,13978.06998,6793.109989,197838.7993,62065.96502,0,564.900004,7560.309993,21056.88996,7758.81,3961.2,112450.37
551,2/24/2014,5032.980013,1094.139998,476233.5952,125396.4891,0,0,14049.99001,26576.61998,3024.36,596.58,279537.71
552,2/24/2014,502.800002,49.4,14180.01599,4289.69,0,0,708.99,1392.550001,263.41,8.33,8418.33
553,2/24/2014,1915.469996,454.000004,228381.1974,42563.38828,0,0,3317.819999,10886.47,1180.92,252.04,129817.08
554,2/24/2014,30045.54332,2110.179993,116370.3783,24756.85666,0,472.99,4057.079993,9817.269992,15988.62,1404.1,70033.47
555,2/24/2014,4431.739983,796.420003,601376.1988,157218.7877,0,60.8,16926.59999,37575.90499,2624.2,455.31,341385.16
556,2/24/2014,566666.1285,153196.9368,596125.4967,187157.9531,108.93,2577.790004,26384.99001,68086.74331,318419.2,94496.24,344814.76
557,2/24/2014,10060.08004,1330.349988,589479.2227,162430.3428,0,129.96,20626.83833,39943.0597,5580.42,918.76,336256.81
558,2/24/2014,1823.180004,409.969999,125688.0715,33699.34332,0,0,2714.840007,4851.549991,861.62,289.91,68906.25
559,2/24/2014,3029.449991,564.199999,145807.8399,51444.49665,0,0,6568.460008,8938.600004,1310.01,386.35,86111.24
560,2/24/2014,953038.6167,425580.8676,679270.6924,283520.7339,2347.060004,12863.85997,43789.72,137730.45,538909.45,256245.52,394799.12
561,2/24/2014,19267.1511,6824.259992,696170.7837,292880.9003,0,0,30370.61998,80656.17998,10532.75,3745.82,384003.84
563,2/24/2014,17686.32997,1828.199998,1493542.295,466185.8118,0,0,33908.24004,99060.22535,9810.14,1168.03,883137.14
564,2/24/2014,10624.31999,1052.620004,513153.8908,128294.6285,0,234.170002,17018.62,35230.73998,6269.66,639.58,288844.42
565,2/24/2014,3593.820011,531.320001,115306.2524,24685.13609,0,0,4106.979997,7887.960001,2216.14,381.75,66683.49
566,2/24/2014,17588.15256,2707.550005,1698318.496,403982.4295,0,55,32270.13,83506.97503,9665.02,1677.85,966419.86
567,2/24/2014,11908.77,3609.009992,797118.8639,278343.458,0,0,26618.28997,78491.04836,6692.02,2209.26,460338.4
569,2/24/2014,1513.320003,115.99,137336.5899,32781.44713,0,0,6621.380008,7156.450008,836.96,90.78,79642.76
570,2/24/2014,13917.42002,4766.561998,228183.5164,60750.44624,228.590001,284.460006,7185.410004,17775.9,8075.15,2948.69,130725.58
571,2/24/2014,14946.27001,2825.349998,563442.4509,179312.2986,0,58,25703.01001,46718.09001,8559.04,1611.9,314136.66
573,2/24/2014,12287.93,2633.050004,287559.7338,99982.15967,0,0,13121,25783.16602,6901.51,1515.35,168963
574,2/24/2014,16571.83443,2793.010006,323292.13,100862.2784,0,144.08,7291.570008,26934.1707,9114.19,1531.78,184739.15
575,2/24/2014,3624.320002,1534.189995,351017.4023,103446.6315,0,97.26,20304.65001,27366.28,2160.35,841.39,204621.52
576,2/24/2014,2328.389994,460.36,158560.5806,35650.14004,0,0,6511.42,14057.93996,1256.33,292.21,89191.63
577,2/24/2014,6316.839985,2344.879996,871280.3182,220223.1897,0,145.299999,26101.85386,65887.52147,3770.19,1288.5,505602.28
581,2/24/2014,42896.42819,9808.337488,335068.9648,93406.46662,0,155,6832.110005,17656.27998,22825.09,5782,190105.06
582,2/24/2014,7742.739999,3916.350008,96614.595,38025.72667,0,63,4041.869992,7866.870023,4554.95,2392.58,55160.15
583,2/24/2014,164.98,0,20017.89002,5257.650018,0,0,719.740002,1245.679994,63.87,0,11431.08
584,2/24/2014,5211.78,662.030002,65405.69663,21066.27295,0,0,1998.409996,6472.139999,3105.62,451.51,40745.75
588,2/24/2014,29125.21377,4663.189998,823276.6283,242806.5388,0,0,13208.43003,49556.10869,15756.96,2744.56,462273.12
592,2/24/2014,1665.450003,722.72,86332.1967,29224.94003,0,0,7762.070022,5444.149996,937.95,438.45,47055.33
596,2/24/2014,2118.839994,182.600001,99299.77665,27910.92503,0,0,875.240003,3683.259989,1074.84,138.2,56079.53
597,2/24/2014,874.570004,0,92064.10789,33543.25331,0,0,1727.769998,6137.000012,301.79,0,52321.89
598,2/24/2014,5995.38002,972.210006,143339.9526,43265.25572,0,0,3972.470005,12616.26002,3511.81,553.91,83345.58
600,2/24/2014,137741.8155,54306.32003,47043.03999,47231.42297,0,741.609997,4863.060007,21947.65,75649.98,30472.6,28472.41
602,2/24/2014,97060.01312,17656.57001,8724113.641,1975629.309,0,198.800002,197318.1725,437326.8566,52688,10782.61,5007497.53
603,2/24/2014,4679.549992,1129.149998,118827.5067,30786.31,0,0,3597.990001,7160.850018,2611.32,727.03,68791.49
604,2/24/2014,26544.21834,7855.629996,208878.2959,75206.3092,0,60,3513.189992,16672.96002,14875.49,4617.6,122231.74
605,2/24/2014,3848.639992,1554.950002,190898.021,56468.07095,0,0,4539.049997,14309.37,2221.82,861.01,109209.1
606,2/24/2014,2089.504997,1977.559993,72179.63003,30547.14001,0,0,2917.008896,9010.9,1309.28,1424.16,41588.49
609,2/24/2014,1355327.233,427496.3894,1029978.521,314688.8147,1862.939993,6874.529996,47652.80998,139789.02,775613.29,262481.22,605034.04
610,2/24/2014,5296.890018,1291.629997,476459.169,114549.3775,0,-19.99,9069.590003,21785.05711,3158.37,707.22,268979.61
611,2/24/2014,1279.66,141.39,275772.7672,52099.56998,0,0,9671.910025,16767.81,756.95,86.65,163328.98
612,2/24/2014,81413.8463,23462.41,113459.523,64873.87116,0,760.659997,6738.719985,29600.03667,46229.66,13285.27,67543.81
613,2/24/2014,32345.15298,6996.329995,4448689.424,1009341.849,0,0,113161.5766,215881.8268,17338,4223.73,2553020.89
616,2/24/2014,27432.47301,8097.466672,1415274.216,395949.4837,0,0,39220.56921,98124.16913,16629.7,4581.48,808494.31
617,2/24/2014,37404.60169,3752.969992,4052998.666,974382.3819,0,81,54755.67998,134596.0016,21581.8,2368.44,2314386.59
618,2/24/2014,2117693.858,625405.9355,858657.8115,537326.8797,1665.48,13297.9,91338.1689,244790.095,1162583.03,360739.56,490974.29
619,2/24/2014,57754.3408,27858.84189,296899.0997,74964.39359,0,-40.4,11771.78002,28608.29001,33904.14,16961.64,174588.52
622,2/24/2014,7179.84778,2812.779997,134537.0766,68569.76868,0,168.99,35947.56,75324.15006,3941.4,1818.09,77623
623,2/24/2014,2623578.873,700983.9355,1082907.115,695591.7999,4247.559995,11756.97,74331.72145,293979.5294,1439148.15,406283.15,624428.5
624,2/24/2014,1327.6,181.5,201942.151,39810.96827,0,0,5062.789993,13460.30502,733.85,100.39,116693.5
625,2/24/2014,228569.7833,117139.1795,164431.0234,73118.00163,936.080006,2530.390005,15424.10001,39351.44999,131450.12,68447.87,94969.94
626,2/24/2014,29035.11775,7828.216359,18428.62,12698.91004,286.960002,369.18,2526.630002,3302.839999,16189.03,4377.28,10494.49
627,2/24/2014,52054.74997,11667.12999,79545.04533,36565.18002,309.96,496.189999,8384.39,22479.69553,29070.83,7133.37,45933.52
628,2/24/2014,1985.099998,424.350001,58202.29161,20802.67001,0,0,2066.680018,6932.669997,1192.52,286.05,34829.21
630,2/24/2014,5518.119991,1770.860007,397313.6636,126866.63,0,0,13185.32001,41280.26998,3398.68,983.33,236603.37
631,2/24/2014,3784.430011,1212.580001,45826.67999,22191.17001,0,0,2422.560001,5269.759988,1697.14,846.68,27704.83
632,2/24/2014,29292.01666,5412.643338,394984.6032,117701.7561,0,789.969999,13797.29,24752.36,16573.08,3300.43,225723.86
633,2/24/2014,69935.9631,24024.74997,74939.97339,30089.79,0,477.01,5553.310015,18733.37,41455.23,14382.67,44615.55
634,2/24/2014,77642.09946,15180.66998,56356.6241,25267.74774,241.999998,73.399998,3210.210008,14714.31334,45701.01,9018.25,33085.77
635,2/24/2014,776180.7446,214673.0632,248224.8192,182886.2459,982.569997,5115.690003,30674.17998,88908.49757,430599.32,127512.49,144912.19
636,2/24/2014,292765.7896,83560.68538,111271.3367,66835.16664,345.69,2652.070001,15798.31,37820.65001,161271.55,47145.16,62641.02
637,2/24/2014,5552.430004,2031.479984,745108.271,169826.409,0,0,15501.98999,32052.95395,2800.21,1234.52,449245.34
638,2/24/2014,1117.019996,119.589999,68824.24501,19742.07002,0,0,1464.229987,4487.659996,597.41,84.65,41442.15
639,2/24/2014,1944.450006,0,46822.00219,20161.25001,0,0,1020.56,6784.920008,1119.23,0,27345.18
640,2/24/2014,13479.05998,2214.130007,423114.7432,156728.2583,0,0,16522.25002,52657.87,6786.93,1429.4,243782.43
641,2/24/2014,633355.0902,184310.7612,302585.7729,175295.9023,859.169997,3962.060007,31563.59001,85917.99667,344969.99,104953.21,174111.71
642,2/24/2014,2171.020003,1279.620009,80591.85608,30463.34746,0,0,5752.130021,8666.27,1209.79,618.68,48691.13
643,2/24/2014,4045.590011,916.739997,65812.18,32962.05338,0,44,1789.46,11073.86,2423.88,544.17,39886.8
644,2/24/2014,2116.049986,854.980002,15012.97921,4709.26002,0,0,424.08,1628.250001,1208.81,495.65,8711.3
647,2/24/2014,311.19,174.799998,8699.990006,2686.27999,0,0,2508.219984,937.84,191.5,103.05,5410.27
648,2/24/2014,25420.44831,3364.379992,779154.0213,170320.2077,0,50.34,16961.79998,36034.74001,14235.54,2151.81,454806.82
649,2/24/2014,16054.60386,2560.250008,501460.9339,140161.2634,0,0,10140.08,26593.83997,8957.81,1370.85,293415.02
650,2/24/2014,32063.38238,4317.25693,714243.6021,229218.5116,71.98,0,18923.09997,63752.20332,17572.22,3033.45,412301.39
651,2/24/2014,83315.97999,25811.33001,58549.89998,34311.3864,0,137.149999,4984.549996,12555.83,50700.7,15419.81,36508.61
652,2/24/2014,9952.254541,1586.379994,776761.2387,163040.6772,0,49.99,18523.35002,35978.65007,5151.38,873.75,438914.41
656,2/24/2014,7754.460032,865.369996,119401.3533,35925.78339,0,0,3887.990007,8894.849993,4238.08,558.44,68560.03
657,2/24/2014,52673.04615,11986.06065,36254.09285,19404.34668,489.969999,40.01,2035.280006,10150.48999,29107.72,7056.89,20699.7
658,2/24/2014,10254.83999,1616.500011,1676199.062,324699.2166,0,0,27845.90002,60376.22998,5888.38,1086.96,959497.95
659,2/24/2014,26974.05954,6018.520002,1179604.128,358781.4534,60.189999,46.8,41157.18998,87167.08997,15036.64,3658.48,682506.19
661,2/24/2014,12241.29398,2597.499996,9460.180008,2691.019993,0,0,256.95,2906.720005,6895.39,1400.23,4943.27
662,2/24/2014,44686.11509,17449.72999,43903.05,28456.24667,191.380006,1380.589996,2504.299998,10413.54001,25441.33,9520.06,25362.07
669,2/24/2014,9501.216994,1939.32,1010845.563,257096.188,0,0,24214.01996,46862.40001,5523.25,1169.24,582205.97
670,2/24/2014,9912.829974,1111.589997,276171.3009,96992.79498,0,47.4,8954.560007,21232.15998,6079.24,780.57,161296.9
671,2/24/2014,194516.4472,76586.69995,242013.1961,103425.9333,371.960002,2639.059991,13308.20001,30953.86006,109796.45,46237.84,142291.15
673,2/24/2014,875.350003,246.39,74436.925,27852.4714,0,0,2937.160012,9451.590016,449.41,104.3,45968.1
675,2/24/2014,11778.82332,2189.210012,609364.8657,139620.0178,0,0,11244.66,25776.80999,6159.41,1391.59,370383.55
676,2/24/2014,3363.20001,70.98,281858.6546,66757.66441,0,0,7515.216666,16580.29,1806.33,74.27,163260.55
678,2/24/2014,9795.630002,2284.679996,524425.7346,191461.9131,0,270.190001,15081.55286,45730.40998,5439.76,1303.08,296997.09
679,2/24/2014,10135.33401,973.669999,890223.9727,241893.1285,0,0,28938.59004,51133.57001,6131.52,598.43,512218.43
682,2/24/2014,6179.379987,3525.820003,738032.8815,198700.7775,0,0,14268.13692,36626.40997,3534.31,1957.34,419498.6
686,2/24/2014,11966.99999,4693.500002,415655.4679,162434.1409,344.999991,203.77,22139.37999,42730.06499,6655.78,2513.23,234839.16
687,2/24/2014,5368.546659,1232.270007,265419.7881,51331.93498,0,0,13201.88004,17575.49999,3092.28,724.65,157783.61
691,2/24/2014,5889.9,2172.010001,355721.8529,115397.0873,0,172.18,14503.24998,42694.875,3292.92,1259.22,213532.18
692,2/24/2014,79292.80002,21263.02004,51195.07497,26039.57997,38.000001,474.21,3184.429997,15343.26001,43045.62,12142.7,28267.67
693,2/24/2014,12904.82493,1939.380004,424151.8824,121301.5755,0,155.369998,16100.67001,29536.77001,8380.6,1196.57,249335.55
698,2/24/2014,1124.549992,638.520004,166334.7994,56360.39667,0,0,7550.699986,15243.87001,647.17,353.35,101011.8
702,2/24/2014,4627.540013,713.160001,401565.2067,88668.01783,0,0,13051.98999,18749.74333,2800.72,375.95,238815.48
705,2/24/2014,3918.159996,215.989999,546601.0992,114309.9145,0,0,10804.30002,23814.56554,2177.97,182.02,313086.85
709,2/24/2014,135480.1598,41903.57834,90124.73329,45570.39001,219.84,416.709998,8976.130016,23513.19005,73241.88,23684.52,51255.25
710,2/24/2014,-170.82,80,47656.61504,14952.73132,0,0,3145.529998,4643.580008,-132.88,38.57,28302.13
711,2/24/2014,177.47,512.980002,3176.979992,2080.69,0,0,-59.8,1319.579994,96.35,304.97,2083.38
716,2/24/2014,3275.520002,1588.510005,105755.23,53683.79444,0,177.990001,4838.910021,17098.17999,1754.91,820.35,61563.48
717,2/24/2014,9870.249998,921.039997,218335.657,40669.44001,240.91,0,2312.890002,11149.80999,5543.87,496.14,125932.91
718,2/24/2014,3362.929999,1513.079991,94611.49751,44571.09329,0,0,8270.770012,11544.09999,1920.06,903.01,54039.78
722,2/24/2014,2470.820011,170.18,414976.5849,105115.1041,0,0,7925.27001,24068.66998,1410.32,99.76,231813.11
724,2/24/2014,3213.519998,1093.240001,276307.7282,74304.08227,0,76.39,9360.450027,17321.42,1591.48,572.4,156889.79
725,2/24/2014,7604.18001,748.439998,344413.8267,109977.0968,0,0,8638.64998,25852.49998,4152.88,527.91,196716.4
734,2/24/2014,1199.589997,432.080004,87659.00042,19338.89331,0,0,2792.659991,6490.85002,791.1,253.8,49413.21
736,2/24/2014,1506.67,546.169998,141356.8418,35905.33999,0,0,2667.710001,8707.100006,828.46,334.88,82898.1
737,2/24/2014,504.42,35.59,141910.8402,23503.58999,0,0,2463.273081,4443.970012,292.19,14.78,80074.38
740,2/24/2014,181,126,4537.420011,1709.470003,0,0,799.7,746.339997,99.82,36.99,2377.54
743,2/24/2014,9543.659995,3258.210002,142261.236,55479.28961,0,195.000003,8211.019991,18851.26003,5053.04,1922.24,85022.46
744,2/24/2014,10269.28134,2310.160007,34402.31794,12516.67173,0,15.4,2384.999999,6111.009989,5433.04,1366.62,19520.04
745,2/24/2014,1062.190002,452.740001,13008.03223,5425.561413,0,0,569.599994,1754.369996,446.88,236.31,6995.62
746,2/24/2014,3961.059995,433.779996,82339.36072,30944.50999,0,39.4,3683.459991,5708.97,2351.73,231.6,44690.46
747,2/24/2014,1547.880003,1157.220015,6158.550008,4459.726663,0,0,984.320002,2062.920008,851.44,617.78,3754.44
749,2/24/2014,68367.54999,23080.53,42605.1,7135.619975,17.000001,1350.300001,4924.670001,10728.37,38404.98,12841.12,25208.08
