week,dmanum,lr_spd,lr_grp,lr_imp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
5/20/2013,539,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5,160245.15,5839,19.5
5/20/2013,618,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7,349954.33,13901,25.7
5/20/2013,623,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7,382150.002,12325,24.7
5/20/2013,635,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3,71380.146,2496,17.3
5/20/2013,659,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8,70848.896,1286,12.8
5/20/2013,803,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7,795460.155,36171,21.7
5/20/2013,807,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9,274809.78,19448,18.9
5/20/2013,825,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1,128438.598,4732,20.1
5/20/2013,862,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5,114222.3,6485,14.5
5/27/2013,518,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8,76355.372,1062,21.8
5/27/2013,524,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8,288228.72,9988,20.8
5/27/2013,528,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7,132532.019,9070,13.7
5/27/2013,534,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1,131932.891,5811,18.1
5/27/2013,539,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2,190650.64,5839,23.2
5/27/2013,618,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4,318635.46,14559,23.4
5/27/2013,623,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3,453319.638,13639,29.3
5/27/2013,635,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9,69729.738,2496,16.9
5/27/2013,659,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2,78597.994,1672,14.2
5/27/2013,751,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1,41741.052,0,5.1
5/27/2013,803,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9,949420.185,36084,25.9
5/27/2013,807,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1,306798.22,16452,21.1
5/27/2013,825,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5,118214.63,4732,18.5
5/27/2013,862,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8,211114.32,6485,26.8
6/3/2013,518,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2,70751.308,1008,20.2
6/3/2013,524,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9,317328.735,9988,22.9
6/3/2013,528,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5,149944.985,8968,15.5
6/3/2013,534,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2,169107.352,5812,23.2
6/3/2013,539,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7,211194.89,5539,25.7
6/3/2013,618,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22,299571.8,13859,22
6/3/2013,623,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5,425470.65,11393,27.5
6/3/2013,635,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7,68904.534,2441,16.7
6/3/2013,659,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8,81919.036,1337,14.8
6/3/2013,751,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5,12276.78,0,1.5
6/3/2013,803,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4,711148.71,30878,19.4
6/3/2013,807,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6,241367.32,18493,16.6
6/3/2013,825,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7,113102.646,4638,17.7
6/3/2013,862,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8,163849.92,6264,20.8
6/17/2013,518,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4,74954.356,1079,21.4
6/17/2013,524,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7,272985.855,9988,19.7
6/17/2013,528,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3,138336.341,9181,14.3
6/17/2013,534,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3,111523.383,5806,15.3
6/17/2013,539,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20,164354,5752,20
6/17/2013,618,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24,326805.6,14495,24
6/17/2013,623,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1,341923.686,13186,22.1
6/17/2013,635,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4,71792.748,2496,17.4
6/17/2013,659,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1,83579.557,1561,15.1
6/17/2013,803,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9,766134.435,36127,20.9
6/17/2013,807,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1,219557.02,14944,15.1
6/17/2013,825,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3,116936.634,4664,18.3
6/17/2013,862,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25,196935,5734,25
6/24/2013,518,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23,80558.42,1054,23
6/24/2013,524,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1,209242.965,9308,15.1
6/24/2013,528,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9,134466.793,9862,13.9
6/24/2013,534,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8,78722.388,3422,10.8
6/24/2013,539,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7,120800.19,5752,14.7
6/24/2013,618,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2,275061.38,14495,20.2
6/24/2013,623,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7,382150.002,13585,24.7
6/24/2013,635,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2,33833.364,2496,8.2
6/24/2013,659,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2,50922.644,1783,9.2
6/24/2013,803,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23,843114.45,35447,23
6/24/2013,807,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8,215194.96,18472,14.8
6/24/2013,825,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8,113741.644,4664,17.8
6/24/2013,862,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1,205600.14,6480,26.1
7/8/2013,518,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9,83710.706,1059,23.9
